LocalTime;CPUTemp
08/04/2025 05:47;72
08/04/2025 05:47;72
08/04/2025 05:47;72
08/04/2025 05:47;72
08/04/2025 05:48;72
08/04/2025 05:48;72
08/04/2025 05:48;72
08/04/2025 05:48;72
08/04/2025 05:48;72
08/04/2025 05:48;71
08/04/2025 05:48;71
08/04/2025 05:48;72
08/04/2025 05:48;73
08/04/2025 05:48;73
08/04/2025 05:48;72
08/04/2025 05:48;72
08/04/2025 05:49;73
08/04/2025 05:49;73
08/04/2025 05:49;73
08/04/2025 05:49;73
08/04/2025 05:49;72
08/04/2025 05:49;71
08/04/2025 05:49;72
08/04/2025 05:49;72
08/04/2025 05:49;73
08/04/2025 05:49;72
08/04/2025 05:49;72
08/04/2025 05:49;72
08/04/2025 05:50;72
08/04/2025 05:50;72
08/04/2025 05:50;73
08/04/2025 05:50;72
08/04/2025 05:50;72
08/04/2025 05:50;72
08/04/2025 05:50;72
08/04/2025 05:50;73
08/04/2025 05:50;73
08/04/2025 05:50;72
08/04/2025 05:50;72
08/04/2025 05:50;71
08/04/2025 05:51;68
08/04/2025 05:51;66
08/04/2025 05:51;64
08/04/2025 05:51;63
08/04/2025 05:51;62
08/04/2025 05:51;61
08/04/2025 05:51;60
08/04/2025 05:51;59
08/04/2025 05:51;58
08/04/2025 05:51;57
08/04/2025 05:51;57
08/04/2025 05:51;56
08/04/2025 05:52;55
08/04/2025 05:52;55
08/04/2025 05:52;54
08/04/2025 05:52;53
08/04/2025 05:52;53
08/04/2025 05:52;53
08/04/2025 05:52;52
08/04/2025 05:52;52
08/04/2025 05:52;51
08/04/2025 05:52;51
08/04/2025 05:52;51
08/04/2025 05:52;50
08/04/2025 05:53;50
08/04/2025 05:53;50
08/04/2025 05:53;49
08/04/2025 05:53;49
08/04/2025 05:53;49
08/04/2025 05:53;49
08/04/2025 05:53;48
08/04/2025 05:53;48
08/04/2025 05:53;48
08/04/2025 05:53;48
08/04/2025 05:53;47
08/04/2025 05:53;47
08/04/2025 05:54;47
08/04/2025 05:54;47
08/04/2025 05:54;47
08/04/2025 05:54;46
08/04/2025 05:54;46
08/04/2025 05:54;46
08/04/2025 05:54;46
08/04/2025 05:54;46
08/04/2025 05:54;45
08/04/2025 05:54;46
08/04/2025 05:54;45
08/04/2025 05:54;45
08/04/2025 05:55;45
08/04/2025 05:55;45
08/04/2025 05:55;45
08/04/2025 05:55;45
08/04/2025 05:55;44
08/04/2025 05:55;45
08/04/2025 05:55;45
08/04/2025 05:55;45
08/04/2025 05:55;45
08/04/2025 05:55;45
08/04/2025 05:55;45
08/04/2025 05:55;44
08/04/2025 05:56;44
08/04/2025 05:56;45
08/04/2025 05:56;46
08/04/2025 05:56;47
08/04/2025 05:56;47
08/04/2025 05:56;48
08/04/2025 05:56;49
08/04/2025 05:56;49
08/04/2025 05:56;50
08/04/2025 05:56;50
08/04/2025 05:56;51
08/04/2025 05:56;51
08/04/2025 05:57;51
08/04/2025 05:57;51
08/04/2025 05:57;50
08/04/2025 05:57;51
08/04/2025 05:57;51
08/04/2025 05:57;51
08/04/2025 05:57;50
08/04/2025 05:57;49
08/04/2025 05:57;49
08/04/2025 05:57;51
08/04/2025 05:57;52
08/04/2025 05:57;54
08/04/2025 05:58;54
08/04/2025 05:58;53
08/04/2025 05:58;52
08/04/2025 05:58;52
08/04/2025 05:58;52
08/04/2025 05:58;52
08/04/2025 05:58;53
08/04/2025 05:58;53
08/04/2025 05:58;53
08/04/2025 05:58;53
08/04/2025 05:58;53
08/04/2025 05:58;53
08/04/2025 05:59;54
08/04/2025 05:59;54
08/04/2025 05:59;54
08/04/2025 05:59;54
08/04/2025 05:59;54
08/04/2025 05:59;53
08/04/2025 05:59;53
08/04/2025 05:59;53
08/04/2025 05:59;52
08/04/2025 05:59;52
08/04/2025 05:59;52
08/04/2025 05:59;52
08/04/2025 06:00;52
08/04/2025 06:00;51
08/04/2025 06:00;50
